election,cycle,fecyear,bonica.rid,bonica.cid,name,lname,ffname,fname,mname,title,suffix,party,state,seat,district,distcyc,ico.status,cand.gender,recipient.cfscore,recipient.cfscore.dyn,contributor.cfscore,dwdime,dwnom1,dwnom2,ps.dwnom1,ps.dwnom2,irt.cfscore,composite.score,num.givers,num.givers.total,total.receipts,total.disbursements,total.indiv.contribs,total.unitemized,total.pac.contribs,total.party.contribs,total.contribs.from.candidate,ind.exp.support,ind.exp.oppose,prim.vote.pct,pwinner,gen.vote.pct,gwinner,s.elec.stat,r.elec.stat,district.pres.vs,fec.cand.status,recipient.type,igcat,comtype,ICPSR,ICPSR2,Cand.ID,FEC.ID,NID,before.switch.ICPSR,after.switch.ICPSR,party.orig,nimsp.party,nimsp.candidate.ICO.code,nimsp.district,nimsp.office,nimsp.candidate.status
DE2020,2020,2020,cand164688,,"haubrich, james h",haubrich,james h,james,h,,,200,DE,state:lower,DE-7,,O,M,-0.189,-0.189,,,,,,,,-0.903517168,18,18,,,,,,,,,,,,,,,,,,cand,,,DE502710242020,DE50271024,DE50271024,,DE50271024,,,,,,,house,
DE2020,2020,2020,cand164636,37123853466,"cooke jr, franklin d",cooke,franklin d,franklin,d,,jr,100,DE,state:lower,DE-16,,I,M,-0.563,-0.419,-0.65,,,,,,,-2.027972606,14,60,,,,,,,,,,,,,,,,,,cand,,,DE454015032020,DE45401503,DE45401503,,DE45401503,,,,,,,house,
DE2020,2020,2020,cand164695,37626180942,"higgin, michael",higgin,michael,michael,,,,200,DE,state:lower,DE-15,,C,M,0.684,0.404,,,,,,,,2.115458704,7,12,,,,,,,,,,,,,,,,,,cand,,,DE502710412020,DE50271041,DE50271041,,DE50271041,,,,,,,house,
DE2020,2020,2020,cand164576,34278450210,"postles jr, charles s",postles,charles s,charles,s,,jr,200,DE,state:lower,DE-33,,I,M,1.526,1.442,1.533,,,,,,,2.73008866,53,211,,,,,,,,,,,,,,,,,,cand,,,DE222041982020,DE22204198,DE22204198,,DE22204198,,,,,,,house,
DE2020,2020,2020,cand164558,,"bush iv, william g",bush iv,william g,william,g,,,100,DE,state:lower,DE-29,,I,M,-0.69,-0.636,,-0.82,,,,,,-1.909298816,259,361,,,,,,,,,,,,,,,,,,cand,,,DE142659452020,DE14265945,DE14265945,,DE14265945,,,,,,,house,
DE2020,2020,2020,cand164616,,"groce ii, charles eugene chuck",groce ii,charles eugene chuck,charles,eugene chuck,,,100,DE,state:lower,DE-30,,C,M,-1.125,-0.874,,,,,,,,-3.09336482,4,48,,,,,,,,,,,,,,,,,,cand,,,DE425405642020,DE42540564,DE42540564,,DE42540564,,,,,,,house,
DE2020,2020,2020,cand164610,35490036539,"walsh, john j jack",walsh,john j jack,john,j,,,100,DE,state:upper,DE-9,,I,M,-0.733,-0.845,-0.753,-1.192,,,,,,-2.706474595,93,251,,,,,,,,,,,,,,,,,,cand,,,DE408145742020,DE40814574,DE40814574,,DE40814574,,,,,,,senate,
DE2020,2020,2020,cand164712,36155407331,"baker, terrance lee",baker,terrance lee,terrance,lee,,,200,DE,state:upper,DE-14,,O,M,1.83,1.83,1.315,,,,,,,4.158079383,34,34,,,,,,,,,,,,,,,,,,cand,,,DE502710912020,DE50271091,DE50271091,,DE50271091,,,,,,,senate,
DE2020,2020,2020,cand164639,,"minor brown, melissa",minor brown,melissa,melissa,,,,100,DE,state:lower,DE-17,,I,F,-0.664,-0.589,,-1.04,,,,,,-2.457737959,61,139,,,,,,,,,,,,,,,,,,cand,,,DE454015062020,DE45401506,DE45401506,,DE45401506,,,,,,,house,
DE2020,2020,2020,cand164574,5081321138,"hensley, kevin s",hensley,kevin s,kevin,s,,,200,DE,state:lower,DE-9,,I,M,1.113,1.099,1.377,0.203,,,,,,0.971867069,168,444,,,,,,,,,,,,,,,,,,cand,,,DE191721142020,DE19172114,DE19172114,,DE19172114,,,,,,,house,
DE2020,2020,2020,cand133232,30765776774,"spiegelman, jeffrey nathan",spiegelman,jeffrey nathan,jeffrey,nathan,,,200,DE,state:lower,DE-11,,I,M,0.967,0.842,1.265,0.498,,,,,,1.356314309,54,242,,,,,,,,,,,,,,,,,,cand,,,DE137897622020,DE1416607,DE13789762,,DE13789762,,,,,,,house,
DE2020,2020,2020,cand164592,,"bentz, david",bentz,david,david,,,,100,DE,state:lower,DE-18,,I,M,-0.817,-0.599,,-0.89,,,,,,-2.303489091,63,284,,,,,,,,,,,,,,,,,,cand,,,DE320133122020,DE32013312,DE32013312,,DE32013312,,,,,,,house,
DE2020,2020,2020,cand133820,5081319458,"collins, richard g",collins,richard g,richard,g,,,200,DE,state:lower,DE-41,,I,M,1.125,1.085,1.236,0.771,,,,,,2.61406374,41,353,,,,,,,,,,,,,,,,,,cand,,,DE137897902020,DE1416583,DE13789790,,DE13789790,,,,,,,house,
DE2020,2020,2020,cand164653,3128057856,"vanderwende, jesse rawlins",vanderwende,jesse rawlins,jesse,rawlins,,,200,DE,state:lower,DE-35,,I,M,0.773,0.813,1.344,,,,,,,1.171601496,63,160,,,,,,,,,,,,,,,,,,cand,,,DE454015242020,DE45401524,DE45401524,,DE45401524,,,,,,,house,
DE2020,2020,2020,cand164815,5E+15,"bolden, stephanie teresa",bolden,stephanie teresa,stephanie,teresa,,,100,DE,state:lower,DE-2,,I,F,-0.625,-0.723,-0.689,-0.893,,,,,,-2.409202818,52,462,,,,,,,,,,,,,,,,,,cand,,,DE65117122020,DE6511712,DE6511712,,DE6511712,,,,,,,house,
DE2020,2020,2020,cand133811,2741894634,"smyk, stephen t steve",smyk,stephen t steve,stephen,t,,,200,DE,state:lower,DE-20,,I,M,1.079,1.082,1.162,0.221,,,,,,1.077340953,75,678,,,,,,,,,,,,,,,,,,cand,,,DE137897722020,DE1416601,DE13789772,,DE13789772,,,,,,,house,
DE2020,2020,2020,cand164809,,"mitchell jr, john l",mitchell,john l,john,l,,jr,100,DE,state:lower,DE-13,,I,M,-0.614,-0.6,,-0.881,,,,,,-2.219578787,74,475,,,,,,,,,,,,,,,,,,cand,,,DE64820182020,DE6482018,DE6482018,,DE6482018,,,,,,,house,
DE2020,2020,2020,cand164817,4702115082,"osienski, edward s ed",osienski,edward s ed,edward,s,,,100,DE,state:lower,DE-24,,I,M,-0.709,-0.691,-0.688,-1.184,,,,,,-2.719429325,53,361,,,,,,,,,,,,,,,,,,cand,,,DE65117572020,DE6511757,DE6511757,,DE6511757,,,,,,,house,
DE2020,2020,2020,cand164629,5.00004E+15,"johnson, kendra",johnson,kendra,kendra,,,,100,DE,state:lower,DE-5,,I,F,-0.763,-0.452,-0.79,,,,,,,-2.448064189,37,112,,,,,,,,,,,,,,,,,,cand,,,DE454014932020,DE45401493,DE45401493,,DE45401493,,,,,,,house,
DE2020,2020,2020,cand164806,,"kowalko jr, john a",kowalko,john a,john,a,,jr,100,DE,state:lower,DE-25,,I,M,-0.789,-0.856,,-1.032,,,,,,-2.715301179,54,617,,,,,,,,,,,,,,,,,,cand,,,DE64613002020,DE6461300,DE6461300,,DE6461300,,,,,,,house,
DE2020,2020,2020,cand123542,3045020211,"dukes, timothy d tim",dukes,timothy d tim,timothy,d,,,200,DE,state:lower,DE-40,,I,M,0.438,0.412,1.299,,,,,,,0.185278701,56,282,,,,,,,,,,,,,,,,,,cand,,,DE84495092020,DE1416613,DE8449509,,DE8449509,,,,,,,house,
DE2020,2020,2020,cand133054,100045224,"gray, ronald e ron",gray,ronald e ron,ronald,e,,,200,DE,state:lower,DE-38,,I,M,1.123,0.766,1.216,0.506,,,,,,1.677142291,37,286,,,,,,,,,,,,,,,,,,cand,,,DE84493632020,DE1416615,DE8449363,,DE8449363,,,,,,,house,
DE2020,2020,2020,cand164675,5E+15,"santiago, yvette",santiago,yvette,yvette,,,,100,DE,state:lower,DE-8,,O,F,-0.944,-0.944,-0.781,,,,,,,-2.654653519,114,114,,,,,,,,,,,,,,,,,,cand,,,DE460008372020,DE46000837,DE46000837,,DE46000837,,,,,,,house,
DE2020,2020,2020,cand164711,36037856570,"williams, terrell",williams,terrell,terrell,,,,100,DE,state:upper,DE-14,,C,M,-1.348,-1.348,-1.122,,,,,,,-3.790269835,11,11,,,,,,,,,,,,,,,,,,cand,,,DE502710902020,DE50271090,DE50271090,,DE50271090,,,,,,,senate,
DE2020,2020,2020,cand164727,,"keister iii, donald carl tripp",keister,donald carl tripp,donald,carl tripp,,iii,200,DE,state:lower,DE-27,,O,M,1.166,1.166,,,,,,,,1.990395125,41,41,,,,,,,,,,,,,,,,,,cand,,,DE510842422020,DE51084242,DE51084242,,DE51084242,,,,,,,house,
DE2020,2020,2020,cand164726,36036463717,"wilps, gregory",wilps,gregory,gregory,,,,200,DE,state:lower,DE-24,,C,M,1.925,1.925,1.746,,,,,,,3.589056849,20,20,,,,,,,,,,,,,,,,,,cand,,,DE510842412020,DE51084241,DE51084241,,DE51084241,,,,,,,house,
DE2020,2020,2020,cand164723,37435109960,"conrad, timothy s",conrad,timothy s,timothy,s,,,200,DE,state:lower,DE-26,,O,M,1.709,1.607,1.309,,,,,,,3.326021417,26,36,,,,,,,,,,,,,,,,,,cand,,,DE508711282020,DE50871128,DE50871128,,DE50871128,,,,,,,house,
DE2020,2020,2020,cand164728,,"harris, darrynn",harris,darrynn,darrynn,,,,100,DE,state:lower,DE-35,,C,,-0.926,-0.926,,,,,,,,-2.932054938,17,17,,,,,,,,,,,,,,,,,,cand,,,DE510842442020,DE51084244,DE51084244,,DE51084244,,,,,,,house,
DE2020,2020,2020,cand164715,107289947,"levin, eric",levin,eric,eric,,,,100,DE,state:upper,DE-5,,O,M,-0.673,-0.657,-0.571,,,,,,,-2.397745191,108,157,,,,,,,,,,,,,,,,,,cand,,,DE502710992020,DE50271099,DE50271099,,DE50271099,,,,,,,senate,
DE2020,2020,2020,cand164725,,"homich, alexander m",homich,alexander m,alexander,m,,,200,DE,state:upper,DE-13,,O,M,1.352,1.352,,,,,,,,2.971574903,6,6,,,,,,,,,,,,,,,,,,cand,,,DE510838472020,DE51083847,DE51083847,,DE51083847,,,,,,,senate,
DE2020,2020,2020,cand164670,,"hinds, william m",hinds,william m,william,m,,,328,DE,state:lower,DE-27,,O,M,0.941,1.574,,,,,,,,-0.184014945,3,6,,,,,,,,,,,,,,,,,,cand,,,DE502710602020,DE45998420,DE50271060,,DE50271060,,,,,,,house,
DE2020,2020,2020,cand164780,106897924,"paradee, trey",paradee,trey,trey,,,,100,DE,state:upper,DE-17,,I,M,-0.64,-0.547,-0.686,-0.914,,,,,,-2.147245487,68,794,,,,,,,,,,,,,,,,,,cand,,,DE564241662020,DE56424166,DE56424166,,DE56424166,,,,,,,senate,
DE2020,2020,2020,cand164618,5E+15,"sturgeon, laura",sturgeon,laura,laura,,,,100,DE,state:upper,DE-4,,I,F,-0.857,-0.842,-0.833,-1.098,,,,,,-2.749505041,26,547,,,,,,,,,,,,,,,,,,cand,,,DE431454712020,DE43145471,DE43145471,,DE43145471,,,,,,,senate,
DE2020,2020,2020,cand164623,5.00004E+15,"jennings, kathleen kathy",jennings,kathleen kathy,kathleen,kathy,,,100,DE,state:attorneyg,,,I,F,-0.864,-0.852,-0.988,-0.88,,,,,,-2.539784201,49,2090,,,,,,,,,,,,,,,,,,cand,,,DE442688532020,DE44268853,DE44268853,,DE44268853,,,,,,,attorney general,
DE2020,2020,2020,cand164568,5E+15,"mcguiness, kathleen kramedas kathy",mcguiness,kathleen kramedas kathy,kathleen,kramedas kathy,,,100,DE,state:office,,,I,F,-0.675,-0.66,-0.676,-0.882,,,,,,-2.216842185,98,878,,,,,,,,,,,,,,,,,,cand,,,DE155440112020,DE15544011,DE15544011,,DE15544011,,,,,,,auditor,
DE2020,2020,2020,cand164661,5.00004E+15,"davis, colleen c",davis,colleen c,colleen,c,,,100,DE,state:treasurer,,,I,F,-0.528,-0.456,-0.792,-0.917,,,,,,-2.403203031,51,786,,,,,,,,,,,,,,,,,,cand,,,DE454015372020,DE45401537,DE45401537,,DE45401537,,,,,,,treasurer,
DE2020,2020,2020,cand164658,,"lockman, s elizabeth",lockman,s elizabeth,s elizabeth,,,,100,DE,state:upper,DE-3,,I,F,-0.84,-0.704,,-1.017,,,,,,-2.588930462,48,388,,,,,,,,,,,,,,,,,,cand,,,DE564241572020,DE45401532,DE56424157,,DE56424157,,,,,,,senate,
DE2020,2020,2020,cand164603,,"brown, darius j",brown,darius j,darius,j,,,100,DE,state:upper,DE-2,,I,M,-0.619,-0.645,,-0.824,,,,,,-1.967236348,50,239,,,,,,,,,,,,,,,,,,cand,,,DE564241452020,DE39595778,DE56424145,,DE56424145,,,,,,,senate,
DE2020,2020,2020,cand164534,29055804743,"wilson, dave",wilson,dave,dave,,,,200,DE,state:upper,DE-18,,I,M,1.112,1.176,1.194,0.448,,,,,,1.359370267,18,647,,,,,,,,,,,,,,,,,,cand,,,DE564241832020,DE12998462,DE56424183,,DE56424183,,,,,,,senate,
DE2020,2020,2020,cand164841,5E+15,"hansen, stephanie l",hansen,stephanie l,stephanie,l,,,100,DE,state:upper,DE-10,,I,F,-0.868,-0.526,-0.718,-1.034,,,,,,-2.492701236,27,755,,,,,,,,,,,,,,,,,,cand,,,DE84381622020,DE8438162,DE8438162,,DE8438162,,,,,,,senate,
DE2020,2020,2020,cand164797,,"mcdowell iii, harris b",mcdowell,harris b,harris,b,,iii,100,DE,state:upper,DE-1,,,M,-0.685,-0.583,,-0.874,,,,,,-2.196856909,26,810,,,,,,,,,,,,,,,,,,cand,,,DE63815462020,DE6381546,DE6381546,,DE6381546,,,,,,,senate,
DE2020,2020,2020,cand164813,2417722659,"johnson iv, s quinton",johnson iv,s quinton,s quinton,,,,100,DE,state:lower,DE-8,,,M,-0.632,-0.546,-0.708,-0.892,,,,,,-2.166611679,37,574,,,,,,,,,,,,,,,,,,cand,,,DE64967202020,DE6496720,DE6496720,,DE6496720,,,,,,,house,
DE2020,2020,2020,comm164676,,delaware senate pac,,,,,,,100,DE,state:committee,,,,,-0.777,-0.82,,,,,,,,,40,46,,,,,,,,,,,,,,,,,,comm,,,DE460023312020,DE46002331,DE46002331,,DE46002331,,,,,,,party committee,
DE2020,2020,2020,comm164685,,senate r pac,,,,,,,200,DE,state:committee,,,,,1.324,1.268,,,,,,,,,16,19,,,,,,,,,,,,,,,,,,comm,,,DE497483132020,DE49748313,DE49748313,,DE49748313,,,,,,,party committee,
FL2020,2020,2020,cand165106,,"hinkle, jeffrey jeff",hinkle,jeffrey jeff,jeffrey,jeff,,,200,FL,state:lower,FL-4,,O,M,1.325,1.325,,1.738,,,,,,3.997185024,206,206,,,,,,,,,,,,,,,,,,cand,,,FL261730842020,FL26173084,FL26173084,,FL26173084,,,,,,,house,
FL2020,2020,2020,cand165474,37275983222,"lolly, roger e",lolly,roger e,roger,e,,,200,FL,state:lower,FL-78,,O,M,1.28,1.28,1.378,,,,,,,3.280563069,65,65,,,,,,,,,,,,,,,,,,cand,,,FL498456772020,FL49845677,FL49845677,,FL49845677,,,,,,,house,
FL2020,2020,2020,cand165592,5.00044E+15,"garcia, ileana",garcia,ileana,ileana,,,,200,FL,state:upper,FL-37,,C,F,1.038,1.211,1.261,0.462,,,,,,1.656350131,244,571,,,,,,,,,,,,,,,,,,cand,,,FL501714092020,FL50171409,FL50171409,,FL50171409,,,,,,,senate,
FL2020,2020,2020,cand165905,4174388445,"maggard, randy",maggard,randy,randy,,,,200,FL,state:lower,FL-38,,O,M,0.98,0.989,1.049,1.228,,,,,,2.760642134,349,456,,,,,,,,,,,,,,,,,,cand,,,FL690542020,FL69054,FL69054,,FL69054,,,,,,,house,
FL2020,2020,2020,cand165470,37275983197,"botana, adam",botana,adam,adam,,,,200,FL,state:lower,FL-76,,O,M,0.973,1,1.055,1.537,,,,,,3.267991542,439,577,,,,,,,,,,,,,,,,,,cand,,,FL498456732020,FL49845673,FL49845673,,FL49845673,,,,,,,house,
FL2020,2020,2020,cand165482,37503163280,"carroll, james f jim",carroll,james f jim,james,f,,,100,FL,state:lower,FL-85,,C,M,-0.89,-0.89,,-0.761,,,,,,-2.215003673,494,494,,,,,,,,,,,,,,,,,,cand,,,FL498456882020,FL49845688,FL49845688,,FL49845688,,,,,,,house,
FL2020,2020,2020,cand165326,5E+15,"mcfadden, sara",mcfadden,sara,sara,,,,100,FL,state:lower,FL-106,,C,F,-0.972,-0.986,,-1.118,,,,,,-2.957142825,316,645,,,,,,,,,,,,,,,,,,cand,,,FL453881902020,FL45388190,FL45388190,,FL45388190,,,,,,,house,
FL2020,2020,2020,cand165459,37296997433,"owen, michael joseph",owen,michael joseph,michael,joseph,,,200,FL,state:lower,FL-59,,O,M,1.071,1.071,1.163,0.957,,,,,,2.610560106,384,384,,,,,,,,,,,,,,,,,,cand,,,FL498456502020,FL49845650,FL49845650,,FL49845650,,,,,,,house,
FL2020,2020,2020,cand165170,,"roth jr, raymond rick",roth,raymond rick,raymond,rick,,jr,200,FL,state:lower,FL-85,,I,M,1.066,1.083,,0.894,,,,,,2.258485681,288,896,,,,,,,,,,,,,,,,,,cand,,,FL416768492020,FL41676849,FL41676849,,FL41676849,,,,,,,house,
FL2020,2020,2020,cand143149,31575421587,"smith, david a",smith,david a,david,a,,,200,FL,state:lower,FL-28,,I,M,0.991,0.965,1.072,0.846,,,,,,2.363389216,798,1948,,,,,,,,,,,,,,,,,,cand,,,FL198696362020,FL19869636,FL19869636,,FL19869636,,,,,,,house,
FL2020,2020,2020,cand165218,3207150487,"fernandez, javier e",fernandez,javier e,javier,e,,,100,FL,state:upper,FL-39,,O,M,-0.859,-0.933,-0.343,-0.741,,,,,,-2.134974516,1452,2257,,,,,,,,,,,,,,,,,,cand,,,FL498457872020,FL44113822,FL49845787,,FL49845787,,,,,,,senate,
FL2020,2020,2020,cand165237,2610838353,"andrade, robert alexander alex",andrade,robert alexander alex,robert,alexander alex,,,200,FL,state:lower,FL-2,,I,M,0.956,0.85,,0.52,,,,,,2.029812145,410,839,,,,,,,,,,,,,,,,,,cand,,,FL453880202020,FL45388020,FL45388020,,FL45388020,,,,,,,house,
FL2020,2020,2020,cand164989,36176792198,"thurston jr, perry e",thurston,perry e,perry,e,,jr,100,FL,state:upper,FL-33,,I,M,-0.391,-0.116,-0.432,-0.71,,,,,,-2.007362013,161,2375,,,,,,,,,,,,,,,,,,cand,,,FL416767622020,FL12998956,FL41676762,,FL41676762,,,,,,,senate,
FL2020,2020,2020,cand165610,5.00004E+15,"koster, traci",koster,traci,traci,,,,200,FL,state:lower,FL-64,,O,F,0.986,1.031,1.247,0.635,,,,,,2.129612397,270,417,,,,,,,,,,,,,,,,,,cand,,,FL523115412020,FL52311541,FL52311541,,FL52311541,,,,,,,house,
FL2020,2020,2020,cand165523,5E+15,"sigman, patricia",sigman,patricia,patricia,,,,100,FL,state:upper,FL-9,,O,F,-0.859,-0.859,-0.834,-0.879,,,,,,-2.434491046,1605,1605,,,,,,,,,,,,,,,,,,cand,,,FL498457672020,FL49845767,FL49845767,,FL49845767,,,,,,,senate,
FL2020,2020,2020,cand165518,5.00003E+15,"preston, marva harris",preston,marva harris,marva,harris,,,200,FL,state:upper,FL-3,,O,F,1.004,1.004,-0.047,1.227,,,,,,2.985506448,324,324,,,,,,,,,,,,,,,,,,cand,,,FL498457592020,FL49845759,FL49845759,,FL49845759,,,,,,,senate,
FL2020,2020,2020,cand165158,2535788186,"clemons sr, charles wesley chuck",clemons,charles wesley chuck,charles,wesley chuck,,sr,200,FL,state:lower,FL-21,,I,M,1.039,1.074,1.066,1.175,,,,,,2.60191929,626,1378,,,,,,,,,,,,,,,,,,cand,,,FL416767112020,FL41676711,FL41676711,,FL41676711,,,,,,,house,
FL2020,2020,2020,cand165144,5E+15,"gonzalez, linda marie thompson",gonzalez,linda marie thompson,linda,marie thompson,,,100,FL,state:lower,FL-93,,C,F,-0.902,-0.918,-0.771,-0.981,,,,,,-2.54343371,3486,3819,,,,,,,,,,,,,,,,,,cand,,,FL415165212020,FL41516521,FL41516521,,FL41516521,,,,,,,house,
FL2020,2020,2020,cand141092,37276983466,"learned, andrew phillips",learned,andrew phillips,andrew,phillips,,,100,FL,state:lower,FL-59,,O,M,-0.899,-0.921,-0.908,-0.794,,,,,,-2.27495174,1176,2580,,,,,,,,,,,,,,,,,,cand,,,FL498456492020,H8FL15180,FL49845649,,FL49845649,,,,,,,house,
FL2020,2020,2020,cand165503,5.00004E+15,"porras, maureen",porras,maureen,maureen,,,,100,FL,state:lower,FL-105,,O,F,-0.907,-0.907,-0.876,-0.786,,,,,,-2.264496467,4555,4555,,,,,,,,,,,,,,,,,,cand,,,FL498457282020,FL49845728,FL49845728,,FL49845728,,,,,,,house,
FL2020,2020,2020,cand165375,35670636336,"hawkins, fred",hawkins,fred,fred,,,,200,FL,state:lower,FL-42,,O,M,1.033,0.988,1.154,0.473,,,,,,1.858936958,405,669,,,,,,,,,,,,,,,,,,cand,,,FL458694252020,FL45869425,FL45869425,,FL45869425,,,,,,,house,
FL2020,2020,2020,cand165321,,"lamarca, chip",lamarca,chip,chip,,,,200,FL,state:lower,FL-93,,I,M,0.776,0.852,,0.377,,,,,,1.286931072,767,1856,,,,,,,,,,,,,,,,,,cand,,,FL453881732020,FL45388173,FL45388173,,FL45388173,,,,,,,house,
FL2020,2020,2020,cand133085,100045019,"jones, shevrin shev",jones,shevrin shev,shevrin,shev,,,100,FL,state:upper,FL-35,,O,,-0.647,-0.816,-0.894,-0.645,,,,,,-2.036884025,1169,1428,,,,,,,,,,,,,,,,,,cand,,,FL138891212020,FL1417042,FL13889121,,FL13889121,,,,,,,senate,
FL2020,2020,2020,cand165392,5.00004E+15,"benfield, erika",benfield,erika,erika,,,,200,FL,state:lower,FL-27,,O,F,1.254,1.135,1.34,1.018,,,,,,3.006926821,214,388,,,,,,,,,,,,,,,,,,cand,,,FL463835492020,FL46383549,FL46383549,,FL46383549,,,,,,,house,
FL2020,2020,2020,cand165528,5.00004E+15,"paylan, christina bercuhi",paylan,christina bercuhi,christina,bercuhi,,,328,FL,state:upper,FL-19,,C,F,0.138,0.138,0.072,,,,,,,-1.173455234,7,7,,,,,,,,,,,,,,,,,,cand,,,FL498457752020,FL49845775,FL49845775,,FL49845775,,,,,,,senate,
FL2020,2020,2020,cand165200,5.00004E+15,"lopez, rhonda rebman",lopez,rhonda rebman,rhonda,rebman,,,200,FL,state:lower,FL-120,,O,F,0.966,0.961,1.101,0.794,,,,,,2.529563908,473,893,,,,,,,,,,,,,,,,,,cand,,,FL438846102020,FL43884610,FL43884610,,FL43884610,,,,,,,house,
FL2020,2020,2020,cand165530,37296999622,"norton, brian andrew",norton,brian andrew,brian,andrew,,,200,FL,state:upper,FL-29,,O,M,0.962,0.962,1.071,0.638,,,,,,1.923924631,177,177,,,,,,,,,,,,,,,,,,cand,,,FL498457782020,FL49845778,FL49845778,,FL49845778,,,,,,,senate,
FL2020,2020,2020,cand165579,37315011922,"weinstein, michael d",weinstein,michael d,michael,d,,,100,FL,state:lower,FL-81,,O,M,-0.833,-0.833,,-0.69,,,,,,-2.002205941,181,181,,,,,,,,,,,,,,,,,,cand,,,FL501713922020,FL50171392,FL50171392,,FL50171392,,,,,,,house,
FL2020,2020,2020,cand165146,3751291219,"aloupis, vance",aloupis,vance,vance,,,,200,FL,state:lower,FL-115,,I,M,0.695,0.85,0.68,0.344,,,,,,1.256012611,449,1099,,,,,,,,,,,,,,,,,,cand,,,FL416107002020,FL41610700,FL41610700,,FL41610700,,,,,,,house,
FL2020,2020,2020,cand165078,4122346034,"bonfiglio, james anthony jim",bonfiglio,james anthony jim,james,anthony jim,,,100,FL,state:lower,FL-89,,C,M,-0.917,-0.935,-0.718,-0.874,,,,,,-2.427923253,5133,5241,,,,,,,,,,,,,,,,,,cand,,,FL21644022020,FL2164402,FL2164402,,FL2164402,,,,,,,house,
FL2020,2020,2020,cand165510,,"bado, jean pierre",bado,jean pierre,jean,pierre,,,100,FL,state:lower,FL-114,,O,F,-0.875,-0.875,,-0.74,,,,,,-2.268632449,307,307,,,,,,,,,,,,,,,,,,cand,,,FL498457432020,FL49845743,FL49845743,,FL49845743,,,,,,,house,
FL2020,2020,2020,cand165512,111725923,"cesti browne, franccesca",cesti browne,franccesca,franccesca,,,,100,FL,state:lower,FL-115,,C,,-0.904,-0.904,-0.838,-0.855,,,,,,-2.48135797,6327,6327,,,,,,,,,,,,,,,,,,cand,,,FL498457452020,FL49845745,FL49845745,,FL49845745,,,,,,,house,
FL2020,2020,2020,cand165293,5.00004E+15,"harrington, jessica",harrington,jessica,jessica,,,,100,FL,state:lower,FL-64,,O,F,-0.944,-0.944,-0.899,-0.893,,,,,,-2.680477419,1897,1910,,,,,,,,,,,,,,,,,,cand,,,FL453881192020,FL45388119,FL45388119,,FL45388119,,,,,,,house,
FL2020,2020,2020,cand165515,107096353,"mooney jr, james vernon",mooney,james vernon,james,vernon,,jr,200,FL,state:lower,FL-120,,O,M,1.064,1.088,1.142,0.755,,,,,,2.31564758,397,614,,,,,,,,,,,,,,,,,,cand,,,FL498457542020,FL49845754,FL49845754,,FL49845754,,,,,,,house,
FL2020,2020,2020,cand165423,107617907,"barnaby, webster",barnaby,webster,webster,,,,200,FL,state:lower,FL-27,,O,M,1.136,1.181,1.393,1.721,,,,,,3.56951958,535,813,,,,,,,,,,,,,,,,,,cand,,,FL498455892020,FL49845589,FL49845589,,FL49845589,,,,,,,house,
FL2020,2020,2020,cand165461,5.00003E+15,"chaney, linda",chaney,linda,linda,,,,200,FL,state:lower,FL-69,,C,F,1.044,1.147,1.208,0.864,,,,,,2.478869315,95,394,,,,,,,,,,,,,,,,,,cand,,,FL498456592020,FL49845659,FL49845659,,FL49845659,,,,,,,house,
FL2020,2020,2020,cand32910,3822472803,"plakon, d scott",plakon,d scott,d scott,,,,200,FL,state:lower,FL-29,,I,M,0.949,1.016,1.04,1.116,,,,,,2.697186881,397,2172,,,,,,,,,,,,,,,,,,cand,,,FL7405302020,FL740530,FL740530,,FL740530,,,,,,,house,
FL2020,2020,2020,cand164951,,"toledo, jackeline vallejo",toledo,jackeline vallejo,jackeline,vallejo,,,200,FL,state:lower,FL-60,,I,F,0.949,0.996,,0.868,,,,,,2.189541165,772,1987,,,,,,,,,,,,,,,,,,cand,,,FL11009482020,FL1100948,FL1100948,,FL1100948,,,,,,,house,
FL2020,2020,2020,cand165509,37445120407,"rizo jr, alejandro alex",rizo,alejandro alex,alejandro,alex,,jr,200,FL,state:lower,FL-110,,O,M,0.942,0.942,0.979,1.676,,,,,,3.410286901,212,212,,,,,,,,,,,,,,,,,,cand,,,FL498457382020,FL49845738,FL49845738,,FL49845738,,,,,,,house,
FL2020,2020,2020,cand165061,4192397528,"enneking, kayser",enneking,kayser,kayser,,,,100,FL,state:lower,FL-21,,C,,-0.886,-0.872,-0.762,-0.841,,,,,,-2.383351362,4233,12799,,,,,,,,,,,,,,,,,,cand,,,FL1644722020,FL164472,FL164472,,FL164472,,,,,,,house,
FL2020,2020,2020,cand165511,,"busatta cabrera, demi",busatta cabrera,demi,demi,,,,200,FL,state:lower,FL-114,,O,F,1.041,1.041,,1.489,,,,,,3.222622381,236,236,,,,,,,,,,,,,,,,,,cand,,,FL498457442020,FL49845744,FL49845744,,FL49845744,,,,,,,house,
FL2020,2020,2020,cand165262,5.00004E+15,"goff marcil, joy",goff marcil,joy,joy,,,,100,FL,state:lower,FL-30,,I,F,-0.867,-0.905,-0.876,-0.75,,,,,,-2.288955049,756,1493,,,,,,,,,,,,,,,,,,cand,,,FL453880602020,FL45388060,FL45388060,,FL45388060,,,,,,,house,
