senator_1,senator_2,wins_senator_1,wins_senator_2,n_repeats
Steven Daines,Rand Paul,0.0,2.0,2
Steven Daines,John Hoeven,2.0,0.0,2
Steven Daines,Mike Lee,1.0,1.0,2
Steven Daines,Ronald Harold Johnson,0.0,2.0,2
Steven Daines,Brian Schatz,2.0,0.0,2
Steven Daines,Angus Stanley Jr King,2.0,0.0,2
Steven Daines,Elizabeth Warren,2.0,0.0,2
Steven Daines,Debra S Fischer,1.0,1.0,2
Steven Daines,Rafael Edward Ted Cruz,0.0,2.0,2
Steven Daines,Timothy Michael Kaine,2.0,0.0,2
Steven Daines,Cory A Booker,2.0,0.0,2
Steven Daines,Dan Sullivan,2.0,0.0,2
Steven Daines,David Perdue,2.0,0.0,2
Steven Daines,Joni K Ernst,2.0,0.0,2
Steven Daines,Benjamin E Sasse,0.0,2.0,2
Steven Daines,Thom R Tillis,2.0,0.0,2
Steven Daines,Mike Rounds,1.0,1.0,2
Steven Daines,Catherine Cortez Masto,2.0,0.0,2
Steven Daines,Kamala D Harris,2.0,0.0,2
Steven Daines,John Neely Kennedy,1.0,1.0,2
Steven Daines,Doug Jones,0.0,2.0,2
Steven Daines,Tina Flint Smith,2.0,0.0,2
Steven Daines,Cindy Hyde Smith,2.0,0.0,2
Steven Daines,Mike Braun,1.0,1.0,2
Steven Daines,Joshua David Hawley,0.0,2.0,2
Steven Daines,Mitt Willard Romney,2.0,0.0,2
Steven Daines,Rick Scott,2.0,0.0,2
Steven Daines,Kelly Loeffler,2.0,0.0,2
Steven Daines,Mark Kelly,0.0,2.0,2
Steven Daines,Dianne Feinstein,2.0,0.0,2
Steven Daines,Patty Murray,0.0,2.0,2
Steven Daines,Susan M Collins,1.0,1.0,2
Steven Daines,Michael B Enzi,0.0,2.0,2
Steven Daines,Richard C Shelby,2.0,0.0,2
Kevin Cramer,Martha Mcsally,2.0,0.0,2
Kevin Cramer,Jacky Rosen,0.0,2.0,2
Kevin Cramer,John F Reed,0.0,2.0,2
Kevin Cramer,Bernard Sanders,2.0,0.0,2
Kevin Cramer,Michael Crapo,0.0,2.0,2
Kevin Cramer,Robert Menendez,2.0,0.0,2
Kevin Cramer,Rob Portman,2.0,0.0,2
Kevin Cramer,Sherrod Brown,2.0,0.0,2
Kevin Cramer,Roger F Wicker,0.0,2.0,2
Kevin Cramer,Richard M Burr,2.0,0.0,2
Kevin Cramer,Lindsey O Graham,2.0,0.0,2
Kevin Cramer,Jerry Moran,2.0,0.0,2
Kevin Cramer,Debbie Stabenow,2.0,0.0,2
Kevin Cramer,Roy Blunt,2.0,0.0,2
Kevin Cramer,John Thune,2.0,0.0,2
Kevin Cramer,John Hardy Isakson,2.0,0.0,2
Kevin Cramer,Tom Udall,0.0,2.0,2
Kevin Cramer,Patrick Joseph Toomey,1.0,1.0,2
Kevin Cramer,Tammy Baldwin,2.0,0.0,2
Kevin Cramer,Maria Cantwell,2.0,0.0,2
Kevin Cramer,Lisa Murkowski,0.0,2.0,2
Kevin Cramer,Lamar Alexander,2.0,0.0,2
Kevin Cramer,John Cornyn,2.0,0.0,2
Kevin Cramer,Amy Klobuchar,2.0,0.0,2
Kevin Cramer,Jon Tester,0.0,2.0,2
Kevin Cramer,Robert P Jr Casey,0.0,2.0,2
Kevin Cramer,Sheldon II Whitehouse,2.0,0.0,2
Kevin Cramer,John A Barrasso,2.0,0.0,2
Kevin Cramer,James E Risch,2.0,0.0,2
Kevin Cramer,Jeanne Shaheen,2.0,0.0,2
Kevin Cramer,Jeffrey Alan Merkley,2.0,0.0,2
Kevin Cramer,Mark Robert Warner,2.0,0.0,2
Kevin Cramer,Michael F Bennet,2.0,0.0,2
Kevin Cramer,Joe Manchin III,2.0,0.0,2
Kevin Cramer,Christopher A Coons,2.0,0.0,2
Kevin Cramer,Richard Blumenthal,2.0,0.0,2
Kevin Cramer,Marco Rubio,2.0,0.0,2
Kevin Cramer,Rand Paul,0.0,2.0,2
Kevin Cramer,John Hoeven,2.0,0.0,2
Kevin Cramer,Mike Lee,2.0,0.0,2
Kevin Cramer,Ronald Harold Johnson,0.0,2.0,2
Kevin Cramer,Brian Schatz,1.0,1.0,2
Kevin Cramer,Angus Stanley Jr King,2.0,0.0,2
Kevin Cramer,Elizabeth Warren,2.0,0.0,2
Kevin Cramer,Debra S Fischer,1.0,1.0,2
Kevin Cramer,Rafael Edward Ted Cruz,0.0,2.0,2
Kevin Cramer,Timothy Michael Kaine,2.0,0.0,2
Kevin Cramer,Cory A Booker,2.0,0.0,2
Kevin Cramer,Dan Sullivan,2.0,0.0,2
Kevin Cramer,David Perdue,1.0,1.0,2
Kevin Cramer,Joni K Ernst,2.0,0.0,2
Kevin Cramer,Benjamin E Sasse,1.0,1.0,2
Kevin Cramer,Thom R Tillis,1.0,1.0,2
Kevin Cramer,Mike Rounds,2.0,0.0,2
Kevin Cramer,Catherine Cortez Masto,2.0,0.0,2
Kevin Cramer,Kamala D Harris,2.0,0.0,2
Kevin Cramer,John Neely Kennedy,2.0,0.0,2
Kevin Cramer,Doug Jones,0.0,2.0,2
Kevin Cramer,Tina Flint Smith,0.0,2.0,2
Kevin Cramer,Cindy Hyde Smith,1.0,1.0,2
Kevin Cramer,Mike Braun,2.0,0.0,2
Kevin Cramer,Joshua David Hawley,0.0,2.0,2
Kevin Cramer,Mitt Willard Romney,2.0,0.0,2
Kevin Cramer,Rick Scott,2.0,0.0,2
Kevin Cramer,Kelly Loeffler,2.0,0.0,2
Kevin Cramer,Mark Kelly,0.0,2.0,2
Kevin Cramer,Dianne Feinstein,2.0,0.0,2
Kevin Cramer,Patty Murray,2.0,0.0,2
Kevin Cramer,Susan M Collins,2.0,0.0,2
Kevin Cramer,Michael B Enzi,2.0,0.0,2
Kevin Cramer,Richard C Shelby,0.0,2.0,2
Martha Mcsally,Jacky Rosen,0.0,2.0,2
Martha Mcsally,John F Reed,2.0,0.0,2
Martha Mcsally,Bernard Sanders,2.0,0.0,2
Martha Mcsally,Michael Crapo,0.0,2.0,2
Martha Mcsally,Robert Menendez,2.0,0.0,2
Martha Mcsally,Rob Portman,2.0,0.0,2
Martha Mcsally,Sherrod Brown,0.0,2.0,2
Martha Mcsally,Roger F Wicker,0.0,2.0,2
Martha Mcsally,Richard M Burr,2.0,0.0,2
Martha Mcsally,Lindsey O Graham,0.0,2.0,2
Martha Mcsally,Jerry Moran,2.0,0.0,2
Martha Mcsally,Debbie Stabenow,2.0,0.0,2
Martha Mcsally,Roy Blunt,2.0,0.0,2
Martha Mcsally,John Thune,2.0,0.0,2
Martha Mcsally,John Hardy Isakson,2.0,0.0,2
Martha Mcsally,Tom Udall,0.0,2.0,2
Martha Mcsally,Patrick Joseph Toomey,0.0,2.0,2
Martha Mcsally,Tammy Baldwin,2.0,0.0,2
Martha Mcsally,Maria Cantwell,1.0,1.0,2
Martha Mcsally,Lisa Murkowski,2.0,0.0,2
Martha Mcsally,Lamar Alexander,0.0,2.0,2
Martha Mcsally,John Cornyn,2.0,0.0,2
Martha Mcsally,Amy Klobuchar,0.0,2.0,2
Martha Mcsally,Jon Tester,0.0,2.0,2
Martha Mcsally,Robert P Jr Casey,2.0,0.0,2
Martha Mcsally,Sheldon II Whitehouse,2.0,0.0,2
Martha Mcsally,John A Barrasso,0.0,2.0,2
Martha Mcsally,James E Risch,0.0,2.0,2
Martha Mcsally,Jeanne Shaheen,1.0,1.0,2
Martha Mcsally,Jeffrey Alan Merkley,2.0,0.0,2
Martha Mcsally,Mark Robert Warner,2.0,0.0,2
Martha Mcsally,Michael F Bennet,2.0,0.0,2
Martha Mcsally,Joe Manchin III,2.0,0.0,2
Martha Mcsally,Christopher A Coons,2.0,0.0,2
Martha Mcsally,Richard Blumenthal,2.0,0.0,2
Martha Mcsally,Marco Rubio,2.0,0.0,2
Martha Mcsally,Rand Paul,2.0,0.0,2
Martha Mcsally,John Hoeven,2.0,0.0,2
Martha Mcsally,Mike Lee,2.0,0.0,2
Martha Mcsally,Ronald Harold Johnson,0.0,2.0,2
Martha Mcsally,Brian Schatz,2.0,0.0,2
Martha Mcsally,Angus Stanley Jr King,2.0,0.0,2
Martha Mcsally,Elizabeth Warren,2.0,0.0,2
Martha Mcsally,Debra S Fischer,1.0,1.0,2
Martha Mcsally,Rafael Edward Ted Cruz,0.0,2.0,2
Martha Mcsally,Timothy Michael Kaine,2.0,0.0,2
Martha Mcsally,Cory A Booker,0.0,2.0,2
Martha Mcsally,Dan Sullivan,0.0,2.0,2
Martha Mcsally,David Perdue,2.0,0.0,2
Martha Mcsally,Joni K Ernst,2.0,0.0,2
Martha Mcsally,Benjamin E Sasse,0.0,2.0,2
Martha Mcsally,Thom R Tillis,2.0,0.0,2
Martha Mcsally,Mike Rounds,2.0,0.0,2
Martha Mcsally,Catherine Cortez Masto,2.0,0.0,2
Martha Mcsally,Kamala D Harris,2.0,0.0,2
Martha Mcsally,John Neely Kennedy,0.0,2.0,2
Martha Mcsally,Doug Jones,0.0,2.0,2
Martha Mcsally,Tina Flint Smith,2.0,0.0,2
Martha Mcsally,Cindy Hyde Smith,0.0,2.0,2
Martha Mcsally,Mike Braun,2.0,0.0,2
Martha Mcsally,Joshua David Hawley,0.0,2.0,2
Martha Mcsally,Mitt Willard Romney,2.0,0.0,2
Martha Mcsally,Rick Scott,0.0,2.0,2
Martha Mcsally,Kelly Loeffler,1.0,1.0,2
Martha Mcsally,Mark Kelly,0.0,2.0,2
Martha Mcsally,Dianne Feinstein,2.0,0.0,2
Martha Mcsally,Patty Murray,0.0,2.0,2
Martha Mcsally,Susan M Collins,0.0,2.0,2
Martha Mcsally,Michael B Enzi,0.0,2.0,2
Martha Mcsally,Richard C Shelby,0.0,2.0,2
Jacky Rosen,John F Reed,1.0,1.0,2
Jacky Rosen,Bernard Sanders,2.0,0.0,2
Jacky Rosen,Michael Crapo,2.0,0.0,2
Jacky Rosen,Robert Menendez,2.0,0.0,2
Jacky Rosen,Rob Portman,1.0,1.0,2
Jacky Rosen,Sherrod Brown,2.0,0.0,2
Jacky Rosen,Roger F Wicker,2.0,0.0,2
Jacky Rosen,Richard M Burr,2.0,0.0,2
Jacky Rosen,Lindsey O Graham,2.0,0.0,2
Jacky Rosen,Jerry Moran,1.0,1.0,2
Jacky Rosen,Debbie Stabenow,2.0,0.0,2
Jacky Rosen,Roy Blunt,0.0,2.0,2
Jacky Rosen,John Thune,0.0,2.0,2
Jacky Rosen,John Hardy Isakson,2.0,0.0,2
Jacky Rosen,Tom Udall,2.0,0.0,2
Jacky Rosen,Patrick Joseph Toomey,2.0,0.0,2
Jacky Rosen,Tammy Baldwin,2.0,0.0,2
Jacky Rosen,Maria Cantwell,2.0,0.0,2
Jacky Rosen,Lisa Murkowski,2.0,0.0,2
Jacky Rosen,Lamar Alexander,0.0,2.0,2
Jacky Rosen,John Cornyn,0.0,2.0,2
Jacky Rosen,Amy Klobuchar,1.0,1.0,2
Jacky Rosen,Jon Tester,0.0,2.0,2
Jacky Rosen,Robert P Jr Casey,0.0,2.0,2
Jacky Rosen,Sheldon II Whitehouse,2.0,0.0,2
Jacky Rosen,John A Barrasso,2.0,0.0,2
Jacky Rosen,James E Risch,2.0,0.0,2
Jacky Rosen,Jeanne Shaheen,2.0,0.0,2
Jacky Rosen,Jeffrey Alan Merkley,2.0,0.0,2
Jacky Rosen,Mark Robert Warner,2.0,0.0,2
Jacky Rosen,Michael F Bennet,2.0,0.0,2
Jacky Rosen,Joe Manchin III,2.0,0.0,2
Jacky Rosen,Christopher A Coons,1.0,1.0,2
Jacky Rosen,Richard Blumenthal,2.0,0.0,2
Jacky Rosen,Marco Rubio,0.0,2.0,2
Jacky Rosen,Rand Paul,0.0,2.0,2
Jacky Rosen,John Hoeven,1.0,1.0,2
Jacky Rosen,Mike Lee,0.0,2.0,2
Jacky Rosen,Ronald Harold Johnson,2.0,0.0,2
Jacky Rosen,Brian Schatz,2.0,0.0,2
Jacky Rosen,Angus Stanley Jr King,2.0,0.0,2
Jacky Rosen,Elizabeth Warren,2.0,0.0,2
Jacky Rosen,Debra S Fischer,2.0,0.0,2
Jacky Rosen,Rafael Edward Ted Cruz,2.0,0.0,2
Jacky Rosen,Timothy Michael Kaine,2.0,0.0,2
Jacky Rosen,Cory A Booker,2.0,0.0,2
Jacky Rosen,Dan Sullivan,2.0,0.0,2
Jacky Rosen,David Perdue,2.0,0.0,2
Jacky Rosen,Joni K Ernst,0.0,2.0,2
Jacky Rosen,Benjamin E Sasse,2.0,0.0,2
Jacky Rosen,Thom R Tillis,1.0,1.0,2
Jacky Rosen,Mike Rounds,1.0,1.0,2
Jacky Rosen,Catherine Cortez Masto,1.0,1.0,2
Jacky Rosen,Kamala D Harris,2.0,0.0,2
Jacky Rosen,John Neely Kennedy,2.0,0.0,2
Jacky Rosen,Doug Jones,0.0,2.0,2
Jacky Rosen,Tina Flint Smith,1.0,1.0,2
Jacky Rosen,Cindy Hyde Smith,2.0,0.0,2
Jacky Rosen,Mike Braun,0.0,2.0,2
Jacky Rosen,Joshua David Hawley,2.0,0.0,2
Jacky Rosen,Mitt Willard Romney,1.0,1.0,2
Jacky Rosen,Rick Scott,0.0,2.0,2
Jacky Rosen,Kelly Loeffler,0.0,2.0,2
Jacky Rosen,Mark Kelly,1.0,1.0,2
Jacky Rosen,Dianne Feinstein,0.0,2.0,2
Jacky Rosen,Patty Murray,2.0,0.0,2
Jacky Rosen,Susan M Collins,2.0,0.0,2
Jacky Rosen,Michael B Enzi,2.0,0.0,2
Jacky Rosen,Richard C Shelby,2.0,0.0,2
John F Reed,Bernard Sanders,2.0,0.0,2
John F Reed,Michael Crapo,2.0,0.0,2
John F Reed,Robert Menendez,2.0,0.0,2
John F Reed,Rob Portman,0.0,2.0,2
John F Reed,Sherrod Brown,2.0,0.0,2
John F Reed,Roger F Wicker,2.0,0.0,2
John F Reed,Richard M Burr,0.0,2.0,2
John F Reed,Lindsey O Graham,0.0,2.0,2
John F Reed,Jerry Moran,0.0,2.0,2
John F Reed,Debbie Stabenow,2.0,0.0,2
John F Reed,Roy Blunt,0.0,2.0,2
John F Reed,John Thune,0.0,2.0,2
John F Reed,John Hardy Isakson,0.0,2.0,2
John F Reed,Tom Udall,1.0,1.0,2
John F Reed,Patrick Joseph Toomey,0.0,2.0,2
John F Reed,Tammy Baldwin,2.0,0.0,2
John F Reed,Maria Cantwell,2.0,0.0,2
John F Reed,Lisa Murkowski,0.0,2.0,2
John F Reed,Lamar Alexander,0.0,2.0,2
John F Reed,John Cornyn,1.0,1.0,2
John F Reed,Amy Klobuchar,2.0,0.0,2
John F Reed,Jon Tester,0.0,2.0,2
John F Reed,Robert P Jr Casey,1.0,1.0,2
John F Reed,Sheldon II Whitehouse,2.0,0.0,2
John F Reed,John A Barrasso,2.0,0.0,2
John F Reed,James E Risch,2.0,0.0,2
John F Reed,Jeanne Shaheen,2.0,0.0,2
John F Reed,Jeffrey Alan Merkley,2.0,0.0,2
John F Reed,Mark Robert Warner,2.0,0.0,2
John F Reed,Michael F Bennet,0.0,2.0,2
John F Reed,Joe Manchin III,2.0,0.0,2
John F Reed,Christopher A Coons,2.0,0.0,2
John F Reed,Richard Blumenthal,1.0,1.0,2
John F Reed,Marco Rubio,0.0,2.0,2
John F Reed,Rand Paul,0.0,2.0,2
John F Reed,John Hoeven,0.0,2.0,2
John F Reed,Mike Lee,0.0,2.0,2
John F Reed,Ronald Harold Johnson,0.0,2.0,2
John F Reed,Brian Schatz,2.0,0.0,2
John F Reed,Angus Stanley Jr King,2.0,0.0,2
John F Reed,Elizabeth Warren,2.0,0.0,2
John F Reed,Debra S Fischer,2.0,0.0,2
John F Reed,Rafael Edward Ted Cruz,2.0,0.0,2
John F Reed,Timothy Michael Kaine,2.0,0.0,2
John F Reed,Cory A Booker,2.0,0.0,2
John F Reed,Dan Sullivan,0.0,2.0,2
John F Reed,David Perdue,0.0,2.0,2
John F Reed,Joni K Ernst,0.0,2.0,2
John F Reed,Benjamin E Sasse,2.0,0.0,2
John F Reed,Thom R Tillis,2.0,0.0,2
John F Reed,Mike Rounds,1.0,1.0,2
John F Reed,Catherine Cortez Masto,2.0,0.0,2
John F Reed,Kamala D Harris,2.0,0.0,2
John F Reed,John Neely Kennedy,2.0,0.0,2
John F Reed,Doug Jones,0.0,2.0,2
John F Reed,Tina Flint Smith,1.0,1.0,2
John F Reed,Cindy Hyde Smith,2.0,0.0,2
John F Reed,Mike Braun,0.0,2.0,2
John F Reed,Joshua David Hawley,2.0,0.0,2
John F Reed,Mitt Willard Romney,1.0,1.0,2
John F Reed,Rick Scott,0.0,2.0,2
John F Reed,Kelly Loeffler,2.0,0.0,2
John F Reed,Mark Kelly,0.0,2.0,2
John F Reed,Dianne Feinstein,1.0,1.0,2
John F Reed,Patty Murray,2.0,0.0,2
John F Reed,Susan M Collins,2.0,0.0,2
John F Reed,Michael B Enzi,2.0,0.0,2
John F Reed,Richard C Shelby,2.0,0.0,2
Bernard Sanders,Michael Crapo,0.0,2.0,2
Bernard Sanders,Robert Menendez,2.0,0.0,2
Bernard Sanders,Rob Portman,0.0,2.0,2
Bernard Sanders,Sherrod Brown,0.0,2.0,2
Bernard Sanders,Roger F Wicker,0.0,2.0,2
Bernard Sanders,Richard M Burr,0.0,2.0,2
Bernard Sanders,Lindsey O Graham,0.0,2.0,2
Bernard Sanders,Jerry Moran,0.0,2.0,2
Bernard Sanders,Debbie Stabenow,2.0,0.0,2
Bernard Sanders,Roy Blunt,0.0,2.0,2
Bernard Sanders,John Thune,0.0,2.0,2
Bernard Sanders,John Hardy Isakson,0.0,2.0,2
Bernard Sanders,Tom Udall,0.0,2.0,2
Bernard Sanders,Patrick Joseph Toomey,2.0,0.0,2
Bernard Sanders,Tammy Baldwin,0.0,2.0,2
Bernard Sanders,Maria Cantwell,0.0,2.0,2
Bernard Sanders,Lisa Murkowski,0.0,2.0,2
Bernard Sanders,Lamar Alexander,1.0,1.0,2
Bernard Sanders,John Cornyn,0.0,2.0,2
Bernard Sanders,Amy Klobuchar,0.0,2.0,2
Bernard Sanders,Jon Tester,0.0,2.0,2
Bernard Sanders,Robert P Jr Casey,0.0,2.0,2
Bernard Sanders,Sheldon II Whitehouse,2.0,0.0,2
Bernard Sanders,John A Barrasso,0.0,2.0,2
Bernard Sanders,James E Risch,0.0,2.0,2
Bernard Sanders,Jeanne Shaheen,2.0,0.0,2
Bernard Sanders,Jeffrey Alan Merkley,0.0,2.0,2
Bernard Sanders,Mark Robert Warner,0.0,2.0,2
Bernard Sanders,Michael F Bennet,0.0,2.0,2
Bernard Sanders,Joe Manchin III,0.0,2.0,2
Bernard Sanders,Christopher A Coons,0.0,2.0,2
Bernard Sanders,Richard Blumenthal,0.0,2.0,2
Bernard Sanders,Marco Rubio,0.0,2.0,2
Bernard Sanders,Rand Paul,0.0,2.0,2
Bernard Sanders,John Hoeven,0.0,2.0,2
Bernard Sanders,Mike Lee,0.0,2.0,2
Bernard Sanders,Ronald Harold Johnson,2.0,0.0,2
Bernard Sanders,Brian Schatz,0.0,2.0,2
Bernard Sanders,Angus Stanley Jr King,2.0,0.0,2
Bernard Sanders,Elizabeth Warren,2.0,0.0,2
Bernard Sanders,Debra S Fischer,0.0,2.0,2
Bernard Sanders,Rafael Edward Ted Cruz,0.0,2.0,2
Bernard Sanders,Timothy Michael Kaine,0.0,2.0,2
Bernard Sanders,Cory A Booker,2.0,0.0,2
Bernard Sanders,Dan Sullivan,0.0,2.0,2
Bernard Sanders,David Perdue,0.0,2.0,2
Bernard Sanders,Joni K Ernst,0.0,2.0,2
Bernard Sanders,Benjamin E Sasse,0.0,2.0,2
Bernard Sanders,Thom R Tillis,0.0,2.0,2
Bernard Sanders,Mike Rounds,0.0,2.0,2
Bernard Sanders,Catherine Cortez Masto,0.0,2.0,2
Bernard Sanders,Kamala D Harris,0.0,2.0,2
Bernard Sanders,John Neely Kennedy,0.0,2.0,2
Bernard Sanders,Doug Jones,0.0,2.0,2
Bernard Sanders,Tina Flint Smith,0.0,2.0,2
Bernard Sanders,Cindy Hyde Smith,0.0,2.0,2
Bernard Sanders,Mike Braun,0.0,2.0,2
Bernard Sanders,Joshua David Hawley,2.0,0.0,2
Bernard Sanders,Mitt Willard Romney,0.0,2.0,2
Bernard Sanders,Rick Scott,0.0,2.0,2
Bernard Sanders,Kelly Loeffler,0.0,2.0,2
Bernard Sanders,Mark Kelly,2.0,0.0,2
Bernard Sanders,Dianne Feinstein,2.0,0.0,2
Bernard Sanders,Patty Murray,2.0,0.0,2
Bernard Sanders,Susan M Collins,2.0,0.0,2
Bernard Sanders,Michael B Enzi,0.0,2.0,2
Bernard Sanders,Richard C Shelby,0.0,2.0,2
Michael Crapo,Robert Menendez,2.0,0.0,2
Michael Crapo,Rob Portman,2.0,0.0,2
Michael Crapo,Sherrod Brown,1.0,1.0,2
Michael Crapo,Roger F Wicker,2.0,0.0,2
Michael Crapo,Richard M Burr,2.0,0.0,2
Michael Crapo,Lindsey O Graham,2.0,0.0,2
Michael Crapo,Jerry Moran,2.0,0.0,2
Michael Crapo,Debbie Stabenow,2.0,0.0,2
Michael Crapo,Roy Blunt,2.0,0.0,2
Michael Crapo,John Thune,2.0,0.0,2
Michael Crapo,John Hardy Isakson,2.0,0.0,2
Michael Crapo,Tom Udall,0.0,2.0,2
Michael Crapo,Patrick Joseph Toomey,2.0,0.0,2
Michael Crapo,Tammy Baldwin,2.0,0.0,2
Michael Crapo,Maria Cantwell,2.0,0.0,2
Michael Crapo,Lisa Murkowski,2.0,0.0,2
Michael Crapo,Lamar Alexander,2.0,0.0,2
Michael Crapo,John Cornyn,2.0,0.0,2
Michael Crapo,Amy Klobuchar,1.0,1.0,2
Michael Crapo,Jon Tester,0.0,2.0,2
Michael Crapo,Robert P Jr Casey,2.0,0.0,2
Michael Crapo,Sheldon II Whitehouse,2.0,0.0,2
Michael Crapo,John A Barrasso,0.0,2.0,2
Michael Crapo,James E Risch,1.0,1.0,2
Michael Crapo,Jeanne Shaheen,2.0,0.0,2
Michael Crapo,Jeffrey Alan Merkley,2.0,0.0,2
Michael Crapo,Mark Robert Warner,2.0,0.0,2
Michael Crapo,Michael F Bennet,2.0,0.0,2
Michael Crapo,Joe Manchin III,2.0,0.0,2
Michael Crapo,Christopher A Coons,2.0,0.0,2
Michael Crapo,Richard Blumenthal,2.0,0.0,2
Michael Crapo,Marco Rubio,2.0,0.0,2
Michael Crapo,Rand Paul,0.0,2.0,2
Michael Crapo,John Hoeven,2.0,0.0,2
Michael Crapo,Mike Lee,0.0,2.0,2
Michael Crapo,Ronald Harold Johnson,0.0,2.0,2
Michael Crapo,Brian Schatz,0.0,2.0,2
Michael Crapo,Angus Stanley Jr King,2.0,0.0,2
Michael Crapo,Elizabeth Warren,2.0,0.0,2
Michael Crapo,Debra S Fischer,2.0,0.0,2
Michael Crapo,Rafael Edward Ted Cruz,0.0,2.0,2
Michael Crapo,Timothy Michael Kaine,2.0,0.0,2
Michael Crapo,Cory A Booker,1.0,1.0,2
Michael Crapo,Dan Sullivan,1.0,1.0,2
Michael Crapo,David Perdue,0.0,2.0,2
Michael Crapo,Joni K Ernst,2.0,0.0,2
Michael Crapo,Benjamin E Sasse,0.0,2.0,2
Michael Crapo,Thom R Tillis,2.0,0.0,2
Michael Crapo,Mike Rounds,1.0,1.0,2
Michael Crapo,Catherine Cortez Masto,2.0,0.0,2
Michael Crapo,Kamala D Harris,2.0,0.0,2
Michael Crapo,John Neely Kennedy,2.0,0.0,2
Michael Crapo,Doug Jones,0.0,2.0,2
Michael Crapo,Tina Flint Smith,2.0,0.0,2
Michael Crapo,Cindy Hyde Smith,0.0,2.0,2
Michael Crapo,Mike Braun,2.0,0.0,2
Michael Crapo,Joshua David Hawley,0.0,2.0,2
Michael Crapo,Mitt Willard Romney,2.0,0.0,2
Michael Crapo,Rick Scott,1.0,1.0,2
Michael Crapo,Kelly Loeffler,0.0,2.0,2
Michael Crapo,Mark Kelly,0.0,2.0,2
Michael Crapo,Dianne Feinstein,2.0,0.0,2
Michael Crapo,Patty Murray,0.0,2.0,2
Michael Crapo,Susan M Collins,1.0,1.0,2
Michael Crapo,Michael B Enzi,2.0,0.0,2
Michael Crapo,Richard C Shelby,2.0,0.0,2
Robert Menendez,Rob Portman,0.0,2.0,2
Robert Menendez,Sherrod Brown,0.0,2.0,2
Robert Menendez,Roger F Wicker,0.0,2.0,2
Robert Menendez,Richard M Burr,0.0,2.0,2
Robert Menendez,Lindsey O Graham,2.0,0.0,2
Robert Menendez,Jerry Moran,0.0,2.0,2
Robert Menendez,Debbie Stabenow,1.0,1.0,2
Robert Menendez,Roy Blunt,0.0,2.0,2
Robert Menendez,John Thune,0.0,2.0,2
Robert Menendez,John Hardy Isakson,0.0,2.0,2
Robert Menendez,Tom Udall,0.0,2.0,2
Robert Menendez,Patrick Joseph Toomey,0.0,2.0,2
Robert Menendez,Tammy Baldwin,0.0,2.0,2
Robert Menendez,Maria Cantwell,0.0,2.0,2
Robert Menendez,Lisa Murkowski,0.0,2.0,2
Robert Menendez,Lamar Alexander,1.0,1.0,2
Robert Menendez,John Cornyn,0.0,2.0,2
Robert Menendez,Amy Klobuchar,0.0,2.0,2
Robert Menendez,Jon Tester,0.0,2.0,2
Robert Menendez,Robert P Jr Casey,0.0,2.0,2
Robert Menendez,Sheldon II Whitehouse,2.0,0.0,2
Robert Menendez,John A Barrasso,1.0,1.0,2
Robert Menendez,James E Risch,0.0,2.0,2
Robert Menendez,Jeanne Shaheen,0.0,2.0,2
Robert Menendez,Jeffrey Alan Merkley,0.0,2.0,2
Robert Menendez,Mark Robert Warner,0.0,2.0,2
Robert Menendez,Michael F Bennet,0.0,2.0,2
Robert Menendez,Joe Manchin III,0.0,2.0,2
Robert Menendez,Christopher A Coons,0.0,2.0,2
Robert Menendez,Richard Blumenthal,0.0,2.0,2
Robert Menendez,Marco Rubio,0.0,2.0,2
Robert Menendez,Rand Paul,0.0,2.0,2
Robert Menendez,John Hoeven,0.0,2.0,2
Robert Menendez,Mike Lee,0.0,2.0,2
Robert Menendez,Ronald Harold Johnson,2.0,0.0,2
Robert Menendez,Brian Schatz,0.0,2.0,2
Robert Menendez,Angus Stanley Jr King,2.0,0.0,2
Robert Menendez,Elizabeth Warren,2.0,0.0,2
Robert Menendez,Debra S Fischer,0.0,2.0,2
Robert Menendez,Rafael Edward Ted Cruz,0.0,2.0,2
Robert Menendez,Timothy Michael Kaine,2.0,0.0,2
Robert Menendez,Cory A Booker,0.0,2.0,2
Robert Menendez,Dan Sullivan,0.0,2.0,2
Robert Menendez,David Perdue,0.0,2.0,2
Robert Menendez,Joni K Ernst,0.0,2.0,2
Robert Menendez,Benjamin E Sasse,0.0,2.0,2
Robert Menendez,Thom R Tillis,0.0,2.0,2
Robert Menendez,Mike Rounds,0.0,2.0,2
Robert Menendez,Catherine Cortez Masto,0.0,2.0,2
Robert Menendez,Kamala D Harris,0.0,2.0,2
Robert Menendez,John Neely Kennedy,2.0,0.0,2
Robert Menendez,Doug Jones,0.0,2.0,2
Robert Menendez,Tina Flint Smith,0.0,2.0,2
Robert Menendez,Cindy Hyde Smith,2.0,0.0,2
Robert Menendez,Mike Braun,0.0,2.0,2
Robert Menendez,Joshua David Hawley,0.0,2.0,2
Robert Menendez,Mitt Willard Romney,0.0,2.0,2
Robert Menendez,Rick Scott,0.0,2.0,2
Robert Menendez,Kelly Loeffler,0.0,2.0,2
Robert Menendez,Mark Kelly,0.0,2.0,2
Robert Menendez,Dianne Feinstein,0.0,2.0,2
Robert Menendez,Patty Murray,0.0,2.0,2
Robert Menendez,Susan M Collins,0.0,2.0,2
Robert Menendez,Michael B Enzi,0.0,2.0,2
Robert Menendez,Richard C Shelby,0.0,2.0,2
